idx,model,e,se,sweep,orca,sfm,linear,static,scenario,dx_lo,dx_hi,dy_lo,dy_hi,spawn_width_x,spawn_width_y,human_count,mix_label,success_rate,success_std,collision_rate,collision_std,timeout_rate,timeout_std,avg_nav_time,nav_time_std,avg_min_dist,min_dist_std,avg_accel,avg_accel_std,avg_min_dist_overall,min_dist_overall_std,avg_path_irregularity,avg_path_irregularity_std,density_x,geometry_x,algorithm
5,MPC-CV,0,5,density,15,15,0,0,passing_crossing,-5.0,5.0,-5,5,10.0,10,30,O15/SF15/L0/S0,0.306,0.4608296865437382,0.694,0.46082968654373824,0.0,0.0,13.833333333333334,3.420789000453097,0.3449889236212113,4.108596858037947,1.8741619239222995,0.0740438237537805,0.6834605305664724,0.07285553758237356,3.1856824643457964,0.769867305163106,0.3,10.0,MPC-CV
6,MPC-CV,0,6,density,17,18,0,0,passing_crossing,-5.0,5.0,-5,5,10.0,10,35,O17/SF18/L0/S0,0.152,0.35902089075707,0.848,0.35902089075707005,0.0,0.0,13.302631578947368,3.0047429036271147,0.13916224640228958,6.012313183805852,2.0997221830883945,0.14237049212671296,0.6617245970698047,0.0581599306111499,3.116073319258503,0.791795511098593,0.35,10.0,MPC-CV
7,MPC-CV,1,0,geometry,1,2,0,0,passing_crossing,-0.75,0.75,-5,5,1.5,10,3,O1/SF2/L0/S0,0.154,0.3609487498246808,0.81,0.39230090491866054,0.036,0.18629009635512028,22.204545454545453,7.739438475126703,0.20639292072212206,7.869153508186071,0.9225534765444271,0.019340590679267692,0.6809292795456742,0.057713628597495,7.303424960597073,1.7374929430937451,0.03,1.5,MPC-CV
8,MPC-CV,1,1,geometry,2,2,0,0,passing_crossing,-1.0,1.0,-5,5,2.0,10,4,O2/SF2/L0/S0,0.338,0.4730285403651665,0.646,0.47820915925983687,0.016,0.125475097130865,21.642011834319526,8.483003095287238,0.4664739362540578,3.499841502387337,0.7849982552013884,0.006988182867292252,0.6830766562311872,0.08597943232602788,7.641843840039737,2.1102461844586493,0.04,2.0,MPC-CV
9,MPC-CV,1,2,geometry,2,3,0,0,passing_crossing,-1.25,1.25,-5,5,2.5,10,5,O2/SF3/L0/S0,0.404,0.49069746280167376,0.596,0.49069746280167376,0.0,0.0,17.38118811881188,6.926916403826556,0.5746815707729824,3.387784312101362,0.8071934944035889,0.03558322250612935,0.7181473860018261,0.10932691502025071,6.3534845184410695,2.0981520596658716,0.05,2.5,MPC-CV
10,MPC-CV,1,3,geometry,3,3,0,0,passing_crossing,-1.5,1.5,-5,5,3.0,10,6,O3/SF3/L0/S0,0.518,0.4996758949559204,0.48,0.49959983987187184,0.002,0.044676615807377355,15.964285714285714,5.8417374388505126,0.6663115039249241,1.8690031495363735,0.836243638617054,0.030968292354217584,0.7332889621741532,0.13787127438169733,5.761072721019038,2.078019618822697,0.06,3.0,MPC-CV
11,MPC-CV,1,4,geometry,3,4,0,0,passing_crossing,-1.75,1.75,-5,5,3.5,10,7,O3/SF4/L0/S0,0.606,0.48863483297857513,0.394,0.48863483297857513,0.0,0.0,15.502475247524753,5.56448416047342,0.8481359478177606,1.484655732021558,0.9771047048196311,0.10075151466471582,0.7553748642753533,0.14701040775673557,5.273599115584445,1.8029954510013588,0.07,3.5,MPC-CV
12,MPC-CV,1,5,geometry,4,4,0,0,passing_crossing,-2.0,2.0,-5,5,4.0,10,8,O4/SF4/L0/S0,0.64,0.48,0.358,0.4794121400215059,0.002,0.044676615807377355,14.58984375,4.476188561498045,0.833515814336125,1.1692715879791833,1.0460217952996231,0.041961695886634676,0.7838664683722177,0.16065086950224203,4.749490282586909,1.5906773616734353,0.08,4.0,MPC-CV
13,MPC-CV,1,6,geometry,4,5,0,0,passing_crossing,-2.25,2.25,-5,5,4.5,10,9,O4/SF5/L0/S0,0.674,0.4687472666586974,0.326,0.4687472666586974,0.0,0.0,14.357566765578635,4.237186375655532,0.939753473228679,1.1882866426859968,1.1293801546672897,0.039237735979638304,0.8299192486360754,0.17344548716214386,4.354058334657854,1.5648512649796216,0.09,4.5,MPC-CV
14,MPC-CV,2,0,directionality,7,8,0,0,passing,-5.0,5.0,-5,5,10.0,10,15,O7/SF8/L0/S0,0.978,0.1466833323864713,0.022,0.14668333238647122,0.0,0.0,10.604294478527608,3.1914638773067088,1.520939938612314,0.08187674017987827,1.336794354325669,0.07021975884587252,0.9843636423347761,0.1905485602872747,1.8701226848972765,1.0336012667870154,0.15,10.0,MPC-CV
15,MPC-CV,2,1,directionality,7,8,0,0,crossing,-5.0,5.0,-5,5,10.0,10,15,O7/SF8/L0/S0,0.932,0.25174590364095295,0.068,0.251745903640953,0.0,0.0,14.454399141630901,3.7745529484771603,1.279014084506548,0.19701280336102095,1.3628997396724951,0.04160115960470749,0.8409142608262371,0.12723796949547778,3.47857546640571,0.8674068918088051,0.15,10.0,MPC-CV
16,MPC-CV,2,2,directionality,7,8,0,0,passing_crossing,-5.0,5.0,-5,5,10.0,10,15,O7/SF8/L0/S0,0.952,0.2137662274541983,0.048,0.2137662274541982,0.0,0.0,13.409663865546218,3.8956627321044803,1.3118968382872565,0.1271791619736616,1.4266809298432357,0.047097220722755,0.8573431390554006,0.13546547645127585,2.984855428758992,0.9474854395435367,0.15,10.0,MPC-CV
17,MPC-CV,2,3,directionality,7,8,0,0,random,-5.0,5.0,-5,5,10.0,10,15,O7/SF8/L0/S0,0.934,0.24828209762284503,0.066,0.24828209762284512,0.0,0.0,13.238758029978587,3.567415429583734,1.2771151891933006,0.1845271943328446,1.3956848166047375,0.056125715401523946,0.8589813114757182,0.13214888109199374,3.025365813101561,0.9035778786833516,0.15,10.0,MPC-CV
18,MPC-CV,2,4,directionality,7,8,0,0,circle_crossing,-5.0,5.0,-6,6,10.0,12,15,O7/SF8/L0/S0,0.91,0.28618176042508364,0.09,0.2861817604250837,0.0,0.0,14.183516483516483,3.012401609765786,1.2509764332601203,0.24310480677921864,1.4690816460940173,0.060022938929484716,0.8660135834867879,0.11761984708039094,3.2928923397653467,0.6175426746291433,0.15,10.0,MPC-CV
19,MPC-CV,3,0,policy_mixture,0,15,0,0,passing_crossing,-5.0,5.0,-5,5,10.0,10,15,O0/SF15/L0/S0,0.912,0.2832948993540123,0.088,0.28329489935401236,0.0,0.0,13.190241228070175,3.230053185654983,1.2980982193207748,0.26117081150758736,1.258962636118775,0.024196424687250324,0.8364772776168966,0.1292642304440196,3.027343606029834,0.8101871273162983,0.15,10.0,MPC-CV
20,MPC-CV,3,1,policy_mixture,15,0,0,0,passing_crossing,-5.0,5.0,-5,5,10.0,10,15,O15/SF0/L0/S0,0.978,0.1466833323864713,0.022,0.14668333238647122,0.0,0.0,13.882924335378323,4.810304404357122,1.3616656876302835,0.06383558177328927,1.8487543706465928,0.11880365800411455,0.894221631142194,0.13748476217465563,3.0510105803734344,1.0437921766991083,0.15,10.0,MPC-CV
21,MPC-CV,3,2,policy_mixture,7,8,0,0,passing_crossing,-5.0,5.0,-5,5,10.0,10,15,O7/SF8/L0/S0,0.936,0.24475293665245357,0.064,0.24475293665245368,0.0,0.0,13.76923076923077,3.978293647841366,1.2849476540553266,0.17681639126034035,1.4346867172679958,0.025591289177610235,0.8547430580730113,0.12666059378705827,3.124396540620666,0.9710743284666734,0.15,10.0,MPC-CV
22,MPC-CV,3,3,policy_mixture,5,5,2,3,passing_crossing,-5.0,5.0,-5,5,10.0,10,15,O5/SF5/L2/S3,0.778,0.41559114523772034,0.106,0.3078376195334157,0.116,0.32022492095400695,15.947943444730077,6.585459240291589,1.3157172725744333,0.39930993867823067,2.4205326528014672,0.18424886921973074,0.8659348187892775,0.1371542692453819,3.519102914517573,1.2039186592179132,0.1,10.0,MPC-CV
23,MPC-CV,3,4,policy_mixture,4,4,4,3,passing_crossing,-5.0,5.0,-5,5,10.0,10,15,O4/SF4/L4/S3,0.74,0.4386342439892262,0.156,0.36285534307765127,0.104,0.3052605444534226,14.708108108108108,6.298482373122025,1.2327005184478004,0.6015090774372639,2.207981880228223,0.11207992688041163,0.8634348114878699,0.14588651974047034,3.207470895920009,1.1822259433716509,0.08,10.0,MPC-CV
0,RP,0,0,density,2,3,0,0,passing_crossing,-5.0,5.0,-5,5,10.0,10,5,O2/SF3/L0/S0,0.908,0.28902595039200196,0.092,0.289025950392002,0.0,0.0,7.875,0.2224649158103808,1.5889758121477353,0.3447024770872585,0.19022830203173005,0.0198897594839205,0.8218067201241284,0.31307329590775473,0.17182965395066802,0.27090439567989677,0.05,10.0,RP
1,RP,0,1,density,5,5,0,0,passing_crossing,-5.0,5.0,-5,5,10.0,10,10,O5/SF5/L0/S0,0.828,0.3773804446443933,0.172,0.3773804446443933,0.0,0.0,7.978864734299517,0.32088181047320635,1.1074535797107168,0.523730093450233,0.3644684484629637,0.040631248876139545,0.6759622323912936,0.11818028817646153,0.28977920709295957,0.34145979732942566,0.1,10.0,RP
2,RP,0,2,density,7,8,0,0,passing_crossing,-5.0,5.0,-5,5,10.0,10,15,O7/SF8/L0/S0,0.69,0.4624932431938871,0.31,0.46249324319388707,0.0,0.0,8.090579710144928,0.5060700646283666,0.7800960730674974,0.8923691871397286,0.4601521261132405,0.039101926301339116,0.6396360583860977,0.06406241108752024,0.41521567932046555,0.4403043554474124,0.15,10.0,RP
3,RP,0,3,density,10,10,0,0,passing_crossing,-5.0,5.0,-5,5,10.0,10,20,O10/SF10/L0/S0,0.542,0.4982328772772828,0.458,0.4982328772772829,0.0,0.0,8.16789667896679,0.4840088632769739,0.5342023902283148,1.3651844210265018,0.5213468926342133,0.03181403038191187,0.6248598231466418,0.02495306277472226,0.4834376320569561,0.4246390918121784,0.2,10.0,RP
4,RP,0,4,density,12,13,0,0,passing_crossing,-5.0,5.0,-5,5,10.0,10,25,O12/SF13/L0/S0,0.366,0.48170945600019105,0.634,0.48170945600019105,0.0,0.0,8.325136612021858,0.6035159804961292,0.34962591209720717,2.389507386193276,0.6962963696628847,0.050955130608277846,0.6212945374870819,0.02523911798684732,0.6074551028662526,0.47588873359168804,0.25,10.0,RP
5,RP,0,5,density,15,15,0,0,passing_crossing,-5.0,5.0,-5,5,10.0,10,30,O15/SF15/L0/S0,0.306,0.4608296865437382,0.694,0.46082968654373824,0.0,0.0,8.272875816993464,0.43288011473028853,0.26931535790522865,2.5281651873448614,0.7038859661541242,0.026024963055678307,0.615372185523443,0.012814769910399272,0.601401014777998,0.3804772428166388,0.3,10.0,RP
6,RP,0,6,density,17,18,0,0,passing_crossing,-5.0,5.0,-5,5,10.0,10,35,O17/SF18/L0/S0,0.17,0.375632799419859,0.83,0.375632799419859,0.0,0.0,8.402941176470588,0.5531914327298236,0.14041377624083473,4.413509915932558,0.7853873589792437,0.03363839894393095,0.6144990374453544,0.013876177145304081,0.7162921202185069,0.4302261519869619,0.35,10.0,RP
7,RP,1,0,geometry,1,2,0,0,passing_crossing,-0.75,0.75,-5,5,1.5,10,3,O1/SF2/L0/S0,0.164,0.37027557305336795,0.836,0.37027557305336795,0.0,0.0,8.289634146341463,0.30108926284389637,0.23778402112862657,11.3875803034163,0.6239539013811702,0.017371486656464413,0.6152378011958873,0.013299692932119755,0.6918083904111815,0.22580793078120448,0.03,1.5,RP
8,RP,1,1,geometry,2,2,0,0,passing_crossing,-1.0,1.0,-5,5,2.0,10,4,O2/SF2/L0/S0,0.35,0.47696960070847283,0.65,0.47696960070847283,0.0,0.0,8.134285714285713,0.2850492259671827,0.4184214316629158,2.746261741146778,0.5602946820329149,0.02600922360236441,0.6210468108971403,0.013901132589262028,0.4517949695557203,0.2701269179489509,0.04,2.0,RP
9,RP,1,2,geometry,2,3,0,0,passing_crossing,-1.25,1.25,-5,5,2.5,10,5,O2/SF3/L0/S0,0.466,0.49884266056543325,0.534,0.4988426605654332,0.0,0.0,8.13733905579399,0.30974965812152944,0.5042620122166899,1.8917201678397413,0.6052428619561081,0.02040682269075201,0.6247133971932489,0.022967813821404524,0.47971225726898975,0.2847921774294542,0.05,2.5,RP
10,RP,1,3,geometry,3,3,0,0,passing_crossing,-1.5,1.5,-5,5,3.0,10,6,O3/SF3/L0/S0,0.546,0.49787950349457044,0.454,0.4978795034945705,0.0,0.0,8.1492673992674,0.3341374192521965,0.5614234247181098,1.288319847150322,0.5734616871723212,0.05513879777922562,0.6252898922195603,0.025410460823673823,0.4778998537566265,0.3155684793064022,0.06,3.0,RP
11,RP,1,4,geometry,3,4,0,0,passing_crossing,-1.75,1.75,-5,5,3.5,10,7,O3/SF4/L0/S0,0.564,0.49588708392132985,0.436,0.49588708392132985,0.0,0.0,8.157801418439716,0.3602739150961351,0.5651250244098995,1.2305469606583632,0.5966366010314879,0.042276314472983696,0.6279927847118635,0.02913961105138929,0.48726094594162805,0.33745231481284316,0.07,3.5,RP
12,RP,1,5,geometry,4,4,0,0,passing_crossing,-2.0,2.0,-5,5,4.0,10,8,O4/SF4/L0/S0,0.548,0.4976906669810074,0.452,0.4976906669810074,0.0,0.0,8.091240875912408,0.3151814336844397,0.5473925023219003,1.3960082540080412,0.5503328955297396,0.04015680783992885,0.6274449923190355,0.0348612864440859,0.4352802254847518,0.31025247555610347,0.08,4.0,RP
13,RP,1,6,geometry,4,5,0,0,passing_crossing,-2.25,2.25,-5,5,4.5,10,9,O4/SF5/L0/S0,0.58,0.4935585071701227,0.42,0.4935585071701227,0.0,0.0,8.152586206896551,0.4201213303601029,0.5767812453138148,1.0817245573646914,0.5530759713832583,0.016868379220704298,0.6264565459893022,0.028478014658003505,0.4769938103923886,0.3783250516376661,0.09,4.5,RP
14,RP,2,0,directionality,7,8,0,0,passing,-5.0,5.0,-5,5,10.0,10,15,O7/SF8/L0/S0,0.942,0.23374344910606595,0.058,0.23374344910606584,0.0,0.0,7.816348195329087,0.14744187307625253,1.310572870793312,0.21314792667250165,0.11835215607360826,0.01710927424800449,0.7560895648179434,0.17720345036375587,0.10850754897406704,0.1846802813999638,0.15,10.0,RP
15,RP,2,1,directionality,7,8,0,0,crossing,-5.0,5.0,-5,5,10.0,10,15,O7/SF8/L0/S0,0.404,0.49069746280167376,0.596,0.49069746280167376,0.0,0.0,8.30940594059406,0.4983245627758068,0.3745539762675651,1.9000142578304962,0.6999191361666949,0.017285675308171457,0.6190992907668555,0.018337293055577273,0.6287896678720191,0.4250545299933402,0.15,10.0,RP
16,RP,2,2,directionality,7,8,0,0,passing_crossing,-5.0,5.0,-5,5,10.0,10,15,O7/SF8/L0/S0,0.71,0.45376205218153715,0.29,0.4537620521815371,0.0,0.0,8.074647887323943,0.424668324549664,0.8168526782778076,0.8214211922765187,0.44269069097221986,0.027065155255029196,0.6449576902656996,0.0802453681036513,0.3991222226992421,0.4024506863898357,0.15,10.0,RP
17,RP,2,3,directionality,7,8,0,0,random,-5.0,5.0,-5,5,10.0,10,15,O7/SF8/L0/S0,0.658,0.47437959483940706,0.342,0.47437959483940706,0.0,0.0,8.087386018237082,0.4249983085097168,0.7398058121107478,1.0126692839132168,0.45524675027563843,0.029598086869181302,0.6365670859586081,0.04717013170966497,0.4062406300135818,0.38153676577219325,0.15,10.0,RP
18,RP,2,4,directionality,7,8,0,0,circle_crossing,-5.0,5.0,-6,6,10.0,12,15,O7/SF8/L0/S0,0.026,0.15913516267626082,0.974,0.1591351626762609,0.0,0.0,9.0,1.1223258816472979,0.025480303194902004,29.643107583141802,0.5657124882015601,0.02786098332384186,0.6073846750224534,0.006724126820887925,1.064303130603074,0.6929136513254547,0.15,10.0,RP
19,RP,3,0,policy_mixture,0,15,0,0,passing_crossing,-5.0,5.0,-5,5,10.0,10,15,O0/SF15/L0/S0,0.588,0.49219508327491446,0.412,0.4921950832749145,0.0,0.0,8.321428571428571,0.5163154391000341,0.6455885705907473,1.228194165083129,0.6619591560638651,0.03702386785456195,0.6372160217581293,0.041372573301422466,0.6361238357180962,0.44184190780449667,0.15,10.0,RP
20,RP,3,1,policy_mixture,15,0,0,0,passing_crossing,-5.0,5.0,-5,5,10.0,10,15,O15/SF0/L0/S0,0.93,0.2551470164434614,0.07,0.2551470164434615,0.0,0.0,7.781182795698925,0.09037376941699192,1.004821325632779,0.29255286711319484,0.08649884548315354,0.025250632567676703,0.6341201419293954,0.05715037474504155,0.07085064935756753,0.14270683903050074,0.15,10.0,RP
21,RP,3,2,policy_mixture,7,8,0,0,passing_crossing,-5.0,5.0,-5,5,10.0,10,15,O7/SF8/L0/S0,0.64,0.48,0.36,0.48,0.0,0.0,8.09453125,0.46039361450115407,0.6974120598420085,0.9948240722219831,0.45963335115165715,0.034224238062185525,0.6411836408302591,0.06779962730209187,0.40546628958411857,0.41511805132349583,0.15,10.0,RP
22,RP,3,3,policy_mixture,5,5,2,3,passing_crossing,-5.0,5.0,-5,5,10.0,10,15,O5/SF5/L2/S3,0.622,0.48488761584515644,0.374,0.4838636171484688,0.004,0.063118935352238,8.59807073954984,2.9992007737344846,0.6874210981635579,1.0996284934929006,0.5317010676262114,0.02231942657236926,0.6399367108094904,0.0765001894201553,0.5905429284084824,0.6263185870432452,0.1,10.0,RP
23,RP,3,4,policy_mixture,4,4,4,3,passing_crossing,-5.0,5.0,-5,5,10.0,10,15,O4/SF4/L4/S3,0.632,0.48226133993924913,0.364,0.48114862568649197,0.004,0.063118935352238,8.573575949367088,2.2572680496629456,0.7056221604142779,1.0589182506922064,0.5740081017472959,0.031579077941065736,0.6383440410761075,0.06520113416587961,0.6473364741653858,0.6325004375789347,0.08,10.0,RP
0,ORCA,0,0,density,2,3,0,0,passing_crossing,-5.0,5.0,-5,5,10.0,10,5,O2/SF3/L0/S0,0.962,0.1911962342725401,0.024,0.15304901175767194,0.014,0.11749042514179613,11.461538461538462,2.99086045842742,1.7536064949826424,0.09274869786928917,0.3963914763237007,0.03849452905692993,0.9109037068096155,0.32227000129802463,0.5108584539112982,1.4548285408541348,0.05,10.0,ORCA
1,ORCA,0,1,density,5,5,0,0,passing_crossing,-5.0,5.0,-5,5,10.0,10,10,O5/SF5/L0/S0,0.864,0.3427885645700568,0.106,0.3078376195334157,0.03,0.1705872210923198,14.938078703703704,6.777448666643733,1.2261875664158097,0.37283117103922636,1.1769013943076205,0.08536255731289166,0.7334044163691097,0.15315521881495747,2.506319436987684,3.063081737718227,0.1,10.0,ORCA
2,ORCA,0,2,density,7,8,0,0,passing_crossing,-5.0,5.0,-5,5,10.0,10,15,O7/SF8/L0/S0,0.756,0.42949272403615874,0.214,0.410126809657696,0.03,0.1705872210923198,17.40806878306878,7.2737010677358835,0.9487967313355679,0.5895500374684702,1.625451661645954,0.06771806453223544,0.6703058852103766,0.07272990526766708,3.825750383437799,3.0218707604338952,0.15,10.0,ORCA
3,ORCA,0,3,density,10,10,0,0,passing_crossing,-5.0,5.0,-5,5,10.0,10,20,O10/SF10/L0/S0,0.66,0.4737087712930804,0.316,0.46491289506745237,0.024,0.15304901175767194,19.38560606060606,6.315593767231277,0.7333403694036882,0.8279700227599112,2.0672500542640555,0.06488838926394415,0.6601158403921761,0.06275600222902211,4.551272534307658,2.2706241869518746,0.2,10.0,ORCA
4,ORCA,0,4,density,12,13,0,0,passing_crossing,-5.0,5.0,-5,5,10.0,10,25,O12/SF13/L0/S0,0.604,0.48906441293555597,0.354,0.47820915925983687,0.042,0.20058913230780973,22.78228476821192,8.313397334628629,0.6774055485303757,0.9721684327944008,2.4370176512564585,0.11112469264092494,0.6403226795984839,0.046999091715657984,5.355612867547089,2.131396993800715,0.25,10.0,ORCA
5,ORCA,0,5,density,15,15,0,0,passing_crossing,-5.0,5.0,-5,5,10.0,10,30,O15/SF15/L0/S0,0.496,0.4999839997439918,0.45,0.49749371855331,0.054,0.22601769842204836,23.173387096774192,7.629373244783651,0.5490759183652599,1.417582534536543,2.493392634662422,0.0950111008776356,0.6296123839073133,0.033289275494681116,5.364778441221045,1.7760977255514583,0.3,10.0,ORCA
6,ORCA,0,6,density,17,18,0,0,passing_crossing,-5.0,5.0,-5,5,10.0,10,35,O17/SF18/L0/S0,0.378,0.48488761584515644,0.522,0.4995157655169654,0.1,0.30000000000000004,23.92063492063492,7.2878493949329775,0.45818230614035954,2.2773178751694743,2.523612760720574,0.13342957968073987,0.6203651562838673,0.022268701583712677,5.670757438922997,1.9383946847564604,0.35,10.0,ORCA
7,ORCA,1,0,geometry,1,2,0,0,passing_crossing,-0.75,0.75,-5,5,1.5,10,3,O1/SF2/L0/S0,0.448,0.49728864857344174,0.542,0.4982328772772828,0.01,0.099498743710662,18.493303571428573,6.496475677571106,0.6296880915960857,2.9176240247078145,3.0255228708460327,0.15414155676750863,0.6294813477971649,0.03184406601927281,3.866193225138199,1.7551962164945774,0.03,1.5,ORCA
8,ORCA,1,1,geometry,2,2,0,0,passing_crossing,-1.0,1.0,-5,5,2.0,10,4,O2/SF2/L0/S0,0.562,0.49614110895994096,0.438,0.49614110895994096,0.0,0.0,18.04270462633452,7.2047427895549525,0.7559541257870918,1.7051739068701222,2.2284166028938284,0.17339730412834736,0.641602635495067,0.04555199922261859,3.7632620504179646,2.8127241092440007,0.04,2.0,ORCA
9,ORCA,1,2,geometry,2,3,0,0,passing_crossing,-1.25,1.25,-5,5,2.5,10,5,O2/SF3/L0/S0,0.746,0.4352975993501458,0.252,0.43416126036301306,0.002,0.044676615807377355,17.462466487935657,5.771880976096803,0.9181370284532719,0.7454177274144602,1.8986569724754498,0.08448149501244674,0.6598842844214586,0.06106468997154139,3.9597262598553264,2.819619401585969,0.05,2.5,ORCA
10,ORCA,1,3,geometry,3,3,0,0,passing_crossing,-1.5,1.5,-5,5,3.0,10,6,O3/SF3/L0/S0,0.702,0.45737949232557423,0.294,0.4555919226676434,0.004,0.063118935352238,17.27207977207977,5.799478408064144,0.8371350740413228,0.8958584195933273,1.9014629846699924,0.06206351769350835,0.6556525682026807,0.06284561522435064,3.9059218632336843,2.542296794620974,0.06,3.0,ORCA
